language,type,i,c,id
Spanish,RJ,prepared,ready,person_2129
Spanish,RV,make,do,person_2129
Spanish,RN,tests,check,person_2129
French,RV,was,have,person_161
French,RY,Nevertheless,However,person_161
French,RV,make,take,person_161
French,RN,country,countryside,person_161
French,RV,know,are,person_161
French,RN,society,company,person_161
French,RN,costumers,customers,person_161
French,RV,have,are,person_161
French,RV,be,provide,person_161
French,RN,costumer,customers,person_161
Thai,RN,tour,tournament,person_2698
Spanish,RV,get,am,person_1193
Spanish,RN,stuff,staff,person_1193
Spanish,RN,playing,music,person_1193
Spanish,RN,public,audience,person_1193
Catalan,RN,discussion,argument,person_439
Catalan,RV,do,can,person_439
Catalan,RN,journeys,trips,person_439
French,RV,provides,gives,person_1197
French,RY,Eventually,Finally,person_1197
French,RV,looking,waiting,person_1197
French,RV,make,film,person_1197
French,RV,did,entered,person_2475
French,RV,pass,sit,person_2475
French,RV,repeat,revise,person_2475
French,RV,do,make,person_2475
French,RJ,magic,magical,person_2475
French,RV,buy,sell,person_2475
French,RV,include,part,person_2475
French,RN,benefice,profit,person_2475
Dutch,RV,like,want,person_2461
Dutch,RV,don't,can't,person_2461
Dutch,RN,travel,trip,person_2461
Dutch,RN,travel,trip,person_2461
Spanish,RN,date,month,person_2449
Spanish,RN,work,boss,person_2449
Spanish,RN,option,choice,person_2449
Spanish,RV,doing,giving,person_2449
Chinese,RN,tens,tents,person_27
Chinese,RN,tens,tents,person_27
Chinese,RY,Sometime,Sometimes,person_27
Chinese,RJ,boring,bored,person_27
Chinese,RV,was,did,person_27
Greek,RV,shall,should,person_165
Greek,RV,bring,give,person_165
Greek,RN,question,matters,person_165
Greek,RV,do,make,person_165
Greek,RV,do,have,person_165
Greek,RV,must,should,person_165
Greek,RV,have,be,person_165
Portuguese,RJ,near,close,person_2688
Portuguese,RV,made,did,person_2688
Polish,RV,live,stay,person_1395
Polish,RN,county,country,person_1395
Polish,RV,entering,joining,person_1395
Russian,RY,sincerely,faithfully,person_818
Spanish,RN,requests,questions,person_777
Spanish,RN,leader,singer,person_777
Spanish,RN,price,prize,person_763
Spanish,RN,requests,questions,person_763
Spanish,RJ,common,mutual,person_763
Spanish,RN,organization,staff,person_763
Spanish,RY,besides,also,person_763
Spanish,RV,Hopping,Hoping,person_763
French,RV,chosen,booked,person_1593
French,RV,accommodate,stay,person_1593
French,RJ,accurate,precise,person_1593
French,RY,faithfully,sincerely,person_1593
French,RJ,unlikely,contrary,person_1593
French,RV,could,might,person_1593
French,RV,think,expect,person_1593
French,RJ,stressful,stressed,person_1593
French,RN,work,task,person_1593
French,RN,disadvantage,drawback,person_1593
German,RV,have,can,person_2703
German,RY,faithfully,sincerely,person_2703
German,RJ,funny,fun,person_2703
German,RV,was,went,person_2703
Japanese,RN,dorm,dome,person_207
Korean,RV,prepare,pack,person_1949
Korean,RN,chance,opportunity,person_1949
Korean,RN,mania,maniac,person_1949
Portuguese,RV,replay,reply,person_1021
Portuguese,RN,replay,reply,person_1021
Portuguese,RV,answer,provide,person_1784
Portuguese,RV,doing,organising,person_1784
Portuguese,RV,wish,hope,person_1784
Portuguese,RN,doubts,worries,person_1784
Portuguese,RN,material,equipment,person_1784
Portuguese,RN,travel,trip,person_1784
Portuguese,RJ,especial,special,person_1784
Portuguese,RV,entered,got,person_1784
Portuguese,RV,using,wearing,person_1784
Portuguese,RY,so,very,person_1784
Portuguese,RV,fought,thought,person_1784
Portuguese,RN,materials,equipment,person_1784
Portuguese,RV,entering,coming,person_1784
Portuguese,RV,had,got,person_1784
Portuguese,RV,wish,hope,person_1784
Polish,RN,areas,centres,person_789
Portuguese,RN,litter,letter,person_2070
Portuguese,RV,chose,taken,person_2070
Portuguese,RN,job,work,person_2070
Korean,RN,Korean,Korea,person_1592
Italian,RJ,best,favourite,person_831
Italian,RV,quit,abandon,person_831
Italian,RV,should,would,person_831
Greek,RN,price,prize,person_825
Greek,RY,sincerely,faithfully,person_825
Greek,RJ,excited,exciting,person_825
Greek,RN,scene,stage,person_825
French,RV,practice,do,person_164
French,RV,obtain,like,person_164
French,RV,carry,take,person_164
French,RN,babbles,babbling,person_164
French,RN,course,lesson,person_164
Thai,RY,Eventually,Finally,person_1182
Thai,RV,match,suit,person_1182
Thai,RV,went,want,person_1182
Thai,RJ,tied,tired,person_1182
Thai,RN,treatment,manners,person_1182
Thai,RN,sellers,assistants,person_1182
Spanish,RN,photo,photography,person_372
Spanish,RV,make,join,person_372
Spanish,RN,waist,waste,person_372
Spanish,RN,front,window,person_372
Spanish,RN,packet,package,person_372
Spanish,RV,find,get,person_372
Russian,RV,wished,wanted,person_1814
Russian,RV,made,had,person_1814
Russian,RV,stay,be,person_1814
Russian,RN,signature,autograph,person_1814
French,RN,occasion,opportunity,person_364
French,RN,taste,preferences,person_364
French,RY,Firstly,First,person_364
French,RN,decor,backdrop,person_364
French,RN,scene,stage,person_364
French,RV,tell,give,person_364
Spanish,RN,travel,trip,person_358
Spanish,RV,demand,ask,person_358
Spanish,RN,camping,campsite,person_358
Spanish,RV,take,do,person_358
Spanish,RV,making,painting,person_358
Spanish,RV,add,ask,person_358
Spanish,RJ,truly,accurate,person_358
Spanish,RN,manners,ways,person_358
Spanish,RN,revenge,vengeance,person_358
Spanish,RN,trend,tendency,person_358
Spanish,RN,point,aspect,person_358
Korean,RY,firstly,first,person_2462
Korean,RN,beginning,beginner,person_1157
Spanish,RN,spectacle,show,person_24
Spanish,RV,found,got,person_24
Spanish,RN,impression,thoughts,person_24
Turkish,RV,should,can,person_166
Turkish,RN,place,space,person_166
Turkish,RN,clue,idea,person_166
Turkish,RY,faithfully,sincerely,person_166
Turkish,RV,give,have,person_166
Turkish,RV,look,seems,person_166
Turkish,RY,properly,seriously,person_166
Turkish,RV,is,has,person_166
Spanish,RV,go,stay,person_1584
Spanish,RN,duo,duet,person_1584
Catalan,RV,leave,forget,person_2066
Portuguese,RV,collect,get,person_1547
Portuguese,RN,situations,experiences,person_1547
Portuguese,RN,stake,risk,person_1547
Korean,RN,prepare,pack,person_1779
Korean,RJ,favorite,popular,person_1779
Korean,RN,play,game,person_1779
Turkish,RV,is,features,person_1022
Turkish,RN,swim,swimming,person_1022
Turkish,RV,doing,going,person_1022
Turkish,RY,again,also,person_1022
Turkish,RV,seat,sit,person_1022
Russian,RN,travel,trip,person_1787
Russian,RN,travel,trip,person_1787
Russian,RN,character,spirit,person_1787
Russian,RJ,responsible,demanding,person_1787
Russian,RV,came,went,person_1787
Russian,RN,sign,autograph,person_1787
Russian,RY,faithfully,sincerely,person_1787
Spanish,RN,start,beginner,person_1220
Spanish,RV,make,plan,person_1220
Spanish,RY,specially,especially,person_1220
Spanish,RN,food,recipes,person_1220
Spanish,RV,make,get,person_1220
French,RV,live,stay,person_1208
French,RV,takes,is,person_1208
French,RJ,daily,everyday,person_1208
French,RV,would,should,person_1208
French,RN,creation,creativity,person_1208
Thai,RN,moment,time,person_1585
Thai,RV,experience,play,person_1585
Thai,RV,studied,was,person_1585
Thai,RN,cloths,clothes,person_1585
Thai,RY,here,there,person_1585
Chinese,RJ,glad,pleased,person_761
Chinese,RV,take,carry,person_761
Chinese,RN,Instruction,Introduction,person_761
Chinese,RV,make,do,person_761
Chinese,RV,make,film,person_761
Greek,RV,live,stay,person_2113
Greek,RN,campus,camp,person_2113
Greek,RV,get,bring,person_2113
Greek,RV,look,check,person_2113
Greek,RJ,dried,dry,person_2113
Thai,RV,have,take,person_1368
Thai,RY,sometime,sometimes,person_1368
Thai,RY,after,once,person_1368
Thai,RY,before,first,person_1368
Italian,RV,answer,reply,person_1383
Italian,RN,life,living,person_1383
Italian,RV,dwell,concentrate,person_1383
Italian,RJ,little,small,person_1383
Polish,RY,just,only,person_173
Polish,RV,live,stay,person_173
Polish,RV,place,shown,person_173
Polish,RV,can,will,person_173
Polish,RJ,big,great,person_173
French,RV,living,staying,person_1142
French,RV,live,stay,person_1142
French,RV,live,stay,person_1142
French,RJ,interested,interesting,person_1142
French,RN,room,roomful,person_1142
Greek,RV,live,stay,person_1618
Greek,RV,have,should,person_1618
Greek,RJ,previous,recent,person_1618
Greek,RV,give,do,person_1618
Greek,RN,performance,rehearsal,person_1618
German,RN,contest,context,person_403
German,RN,solution,way,person_403
German,RN,causes,reasons,person_403
German,RV,act,behave,person_403
Polish,RY,must,just,person_2862
Polish,RJ,suitable,convenient,person_2862
Polish,RY,maybe,perhaps,person_2862
Polish,RJ,diversified,varied,person_2862
Polish,RJ,worse,poorer,person_2862
Turkish,RN,flight,flying,person_3011
Turkish,RN,life,world,person_3011
Turkish,RY,worldwide,globally,person_3011
Turkish,RY,sincerely,faithfully,person_3011
French,RV,watch,see,person_2122
French,RV,lived,stayed,person_2122
French,RN,rubbers,robbers,person_2122
French,RV,look,see,person_2122
French,RV,went,got,person_2122
Italian,RN,possibility,opportunity,person_2644
Italian,RN,possibility,opportunity,person_2644
Italian,RN,possibility,opportunity,person_2644
Italian,RN,occasion,instance,person_2644
Italian,RN,work,job,person_2644
French,RN,forecast,schedule,person_2724
French,RN,shop,shopping,person_2724
French,RV,could,may,person_2724
French,RV,make,cause,person_2724
French,RV,wish,want,person_2724
French,RJ,be-loved,loved,person_2724
French,RY,sometime,sometimes,person_2724
Polish,RY,specially,especially,person_591
Polish,RV,should,would,person_591
Greek,RN,change,chance,person_553
Greek,RJ,suitable,compatible,person_553
Greek,RN,hour,time,person_553
Greek,RV,having,going,person_553
Greek,RJ,sure,clear,person_553
Japanese,RJ,strongest,greatest,person_221
Turkish,RV,know,have,person_547
Turkish,RN,timer,time,person_547
Turkish,RJ,good,excellent,person_547
Turkish,RV,stayed,was,person_547
Chinese,RV,done,made,person_209
Chinese,RJ,good,excellent,person_209
Chinese,RY,after,later,person_209
Chinese,RV,say,ask,person_209
Chinese,RV,know,learn,person_209
Chinese,RV,know,learn,person_209
Chinese,RV,have,incorporate,person_209
Chinese,RV,take,play,person_209
Chinese,RN,necessity,need,person_209
Chinese,RV,could,will,person_209
Chinese,RV,approve,improve,person_209
French,RY,very,much,person_1358
French,RJ,interesting,interested,person_1358
French,RJ,exhausted,exhausting,person_1358
Korean,RJ,worthy,worthwhile,person_814
Korean,RJ,pleasant,pleased,person_814
Italian,RV,have,get,person_579
Italian,RN,days,time,person_579
Italian,RV,could,would,person_579
Italian,RY,faithfully,sincerely,person_579
Italian,RN,condition,situation,person_579
Italian,RJ,tight,right,person_579
Italian,RN,condition,situation,person_579
Italian,RV,being,bring,person_579
French,RY,faithfully,sincerely,person_2280
French,RV,watch,consider,person_2280
French,RN,people,figures,person_2280
French,RN,extremities,extremes,person_2280
French,RN,parts,parties,person_2280
French,RV,accord,allot,person_2280
Spanish,RV,do,make,person_236
Spanish,RN,travel,trip,person_236
Spanish,RV,translate,move,person_236
Spanish,RV,believe,hope,person_236
Spanish,RY,faithfully,sincerely,person_236
Spanish,RV,enjoin,enjoy,person_236
Spanish,RJ,last,latest,person_236
Polish,RN,possibility,opportunity,person_961
Polish,RN,capitol,capital,person_961
Polish,RN,offer,suggestion,person_961
Polish,RN,aspiration,desire,person_961
Polish,RV,look,be,person_961
Polish,RJ,high,great,person_961
Turkish,RV,remain,retain,person_1415
Russian,RJ,good,excellent,person_178
Russian,RY,better,more,person_178
Russian,RV,speaking,talking,person_178
Russian,RV,take,get,person_178
Russian,RV,bring,take,person_178
Russian,RY,up,out,person_178
Russian,RV,take,get,person_178
Turkish,RN,journey,trip,person_2130
Turkish,RV,enjoyed,were,person_2130
Turkish,RJ,big,great,person_2130
Turkish,RV,learn,know,person_2130
Turkish,RN,silence,peace,person_2130
Turkish,RV,learn,know,person_2130
Japanese,RV,takes,lasts,person_1559
Japanese,RY,up,on,person_1559
French,RV,Could,Would,person_1029
French,RV,may,could,person_1029
French,RV,came,appeared,person_1029
Korean,RV,be,have,person_2508
Catalan,RV,WRITING,WAITING,person_1000
Catalan,RV,ACT,BEHAVE,person_1000
French,RV,might,could,person_2509
French,RV,may,could,person_2509
French,RY,Faithfully,Sincerely,person_2509
French,RV,consider,think,person_2509
French,RN,advertisement,publicity,person_2509
French,RN,photograph,photographer,person_2509
French,RV,make-up,disguise,person_2509
French,RV,let,left,person_2509
Thai,RV,like,want,person_541
Thai,RJ,politic,political,person_541
Thai,RV,played,set,person_541
Thai,RV,might,can,person_541
Thai,RJ,complicated,difficult,person_541
Thai,RY,rapidly,quickly,person_2284
Thai,RN,way,means,person_2284
Russian,RN,possibility,opportunity,person_964
Russian,RV,find,have,person_964
Russian,RN,middle,centre,person_964
Russian,RV,get,suffer,person_964
Russian,RV,let,leave,person_964
French,RY,only,all,person_1376
French,RY,much,far,person_1376
French,RY,here,there,person_1376
French,RJ,interesting,useful,person_1376
French,RN,murder,murderer,person_1376
French,RY,here,there,person_1376
French,RY,after,later,person_1376
French,RY,after,later,person_1376
French,RV,came,went,person_1376
Turkish,RN,improvements,advances,person_2680
Turkish,RV,help,allow,person_2680
Turkish,RN,requirement,request,person_2680
Turkish,RN,subject,aims,person_2680
Turkish,RY,always,constantly,person_2680
Turkish,RV,caused,ended,person_2680
Catalan,RV,introduce,include,person_1823
Catalan,RN,topics,facts,person_1823
Catalan,RV,communicate,talk,person_1823
Catalan,RV,join,attend,person_1823
Catalan,RV,doing,going,person_1823
Catalan,RV,join,attend,person_1823
Thai,RY,unluckily,unfortunately,person_2682
Thai,RY,here,there,person_2682
Thai,RV,stressed,stretched,person_2682
Thai,RY,very,badly,person_2682
Polish,RV,use,see,person_190
Italian,RJ,good,excellent,person_966
Italian,RV,attended,held,person_966
Italian,RN,changing,change,person_966
Italian,RV,doing,going,person_966
Italian,RN,volley,volleyball,person_966
Italian,RV,walked,waded,person_966
Italian,RV,could,would,person_966
Italian,RV,understand,realize,person_966
French,RV,made,prepared,person_543
French,RN,way,aspect,person_543
French,RV,leave,allow,person_543
French,RN,word,news,person_543
French,RN,reading,read,person_543
French,RN,culture,education,person_543
Chinese,RV,shall,should,person_557
Chinese,RV,showed,held,person_557
Chinese,RV,may,can,person_557
Chinese,RV,give,cause,person_557
Chinese,RV,understood,acquired,person_557
Chinese,RV,crowed,crowded,person_557
Chinese,RV,want,went,person_557
Chinese,RV,haven't,didn't,person_557
Chinese,RY,extremely,really,person_557
Chinese,RN,river-side,river,person_557
Korean,RN,rage,trends,person_1002
Japanese,RV,concerned,thought,person_581
Japanese,RV,can,would,person_581
Japanese,RJ,tender,gentle,person_581
Thai,RY,faithfully,sincerely,person_224
Thai,RV,come,go,person_224
Thai,RV,have,do,person_224
Thai,RN,attraction,attention,person_224
Russian,RJ,good,excellent,person_813
Russian,RV,know,get,person_813
Russian,RV,present,give,person_813
Italian,RJ,good,excellent,person_1611
Italian,RV,made,organized,person_1611
Italian,RN,part,place,person_1611
Italian,RN,connection,bridge,person_1611
Italian,RV,took,summoned,person_1611
Turkish,RN,change,chance,person_451
Turkish,RV,riding,going,person_451
Turkish,RJ,ambitious,determined,person_451
Turkish,RN,players,actors,person_451
Turkish,RV,saying,telling,person_451
Turkish,RV,could,would,person_451
Russian,RV,meet,have,person_2394
Russian,RY,previously,already,person_2394
Russian,RV,settled,set,person_2394
Spanish,RY,after,afterwards,person_1306
Spanish,RV,like,want,person_1306
Spanish,RY,faithfully,sincerely,person_1306
Spanish,RV,do,be,person_1306
Spanish,RN,news,publicity,person_1306
Spanish,RV,give,brings,person_1306
Spanish,RV,is,lasts,person_1306
Spanish,RV,do,would,person_1306
Greek,RV,should,would,person_2141
Greek,RY,more,very,person_2141
Greek,RV,shall,would,person_2141
Greek,RY,Faithfully,sincerely,person_2141
Greek,RV,thin,think,person_2141
Korean,RV,is,means,person_928
Spanish,RV,developed,planned,person_2545
Spanish,RN,contacts,contents,person_2545
Spanish,RJ,seldom,rare,person_2545
French,RJ,lovely,wonderful,person_2140
French,RN,fame,careers,person_2140
French,RN,photographs,photographers,person_2140
Thai,RV,shown,held,person_1850
Thai,RV,wouldn't,can't,person_1850
Greek,RN,change,chance,person_2630
Greek,RN,change,chance,person_2630
Greek,RN,possibility,opportunity,person_2630
Greek,RN,rule,role,person_2630
Greek,RN,changing,change,person_2630
Greek,RV,end,leads,person_2630
French,RV,thank,like,person_1517
French,RV,bring,take,person_1517
French,RV,steal,rob,person_1517
French,RJ,good,right,person_1517
French,RV,founded,found,person_1517
French,RN,true,truth,person_1517
Greek,RN,date,day,person_1259
Greek,RV,try,test,person_1259
Greek,RN,plain,plane,person_1259
Catalan,RJ,important,great,person_254
Catalan,RJ,cleanest,clearest,person_254
Turkish,RV,think,imagine,person_2546
Turkish,RY,only,simply,person_2546
Turkish,RV,take,get,person_2546
Russian,RJ,good,excellent,person_241
Russian,RJ,unbelievable,incredible,person_241
Russian,RV,doesn't,won't,person_241
Russian,RJ,future,futuristic,person_241
Russian,RV,can,will,person_241
Russian,RY,only,simply,person_241
Catalan,RV,read,seen,person_889
Catalan,RN,topics,areas,person_889
Catalan,RV,could,would,person_889
Catalan,RN,facilities,technologies,person_889
Catalan,RN,tee,tea,person_889
Polish,RY,faithfully,sincerely,person_443
Portuguese,RV,leave,live,person_912
Portuguese,RY,of,away,person_912
Portuguese,RV,do,make,person_912
Thai,RJ,interesting,interested,person_1260
Thai,RN,news,reports,person_1260
Italian,RJ,good,excellent,person_537
Italian,RN,point,event,person_537
Italian,RV,have,take,person_537
Italian,RN,news,story,person_537
Italian,RJ,first,front,person_537
Italian,RV,let,gets,person_537
Chinese,RV,set,devised,person_683
Chinese,RJ,interesting,interested,person_683
Chinese,RV,may,would,person_683
Chinese,RV,change,reschedule,person_683
Chinese,RY,Faithfully,Sincerely,person_683
Italian,RJ,good,excellent,person_126
Italian,RN,components,objects,person_126
Italian,RV,making,doing,person_126
Spanish,RJ,exciting,excited,person_1840
Spanish,RY,faithfully,sincerely,person_1840
Spanish,RJ,little,small,person_1840
Spanish,RN,moment,time,person_1840
Spanish,RV,overcame,learn,person_1840
Greek,RJ,interesting,interested,person_1263
Greek,RV,charge,recharge,person_1263
Greek,RN,work,job,person_1263
Russian,RN,activity,event,person_2232
Russian,RY,Faithfully,Sincerely,person_2232
Thai,RV,arrange,include,person_2541
Thai,RN,time,slot,person_2541
Thai,RV,put,include,person_2541
Thai,RN,solder,soldier,person_2541
Thai,RN,solder,soldier,person_2541
Thai,RN,solders,soldiers,person_2541
German,RV,is,involves,person_904
German,RN,lunchtime,lunch,person_904
French,RV,discover,see,person_2612
French,RJ,exciting,excited,person_2612
French,RY,Faithfully,sincerely,person_2612
French,RJ,own,private,person_2612
French,RV,can't,don't,person_2612
Japanese,RV,must,should,person_1284
Japanese,RY,faithfully,sincerely,person_1284
Japanese,RY,anything,something,person_1284
Turkish,RN,date,trip,person_909
Turkish,RV,could,would,person_909
Turkish,RJ,unreal,inaccurate,person_909
Turkish,RN,news,reports,person_909
Turkish,RV,be,become,person_909
Turkish,RV,have,get,person_909
Turkish,RN,news,publicity,person_909
Turkish,RJ,real,accurate,person_909
Turkish,RN,news,reports,person_909
Japanese,RV,giving,organising,person_1939
Japanese,RY,Faithfully,Sincerely,person_1939
Japanese,RN,grass,glass,person_1939
Japanese,RN,living,life,person_1939
Japanese,RN,minority,minors,person_1939
Japanese,RN,glasses,glass,person_1939
Japanese,RY,Otherwise,Also,person_1939
Japanese,RY,too,very,person_1939
Japanese,RN,high,height,person_1939
Japanese,RN,high,height,person_1939
Chinese,RV,has,deserves,person_539
Chinese,RY,There,Therefore,person_539
Chinese,RV,should,would,person_539
French,RY,for,forward,person_698
French,RV,send,seen,person_698
French,RV,request,ask,person_698
French,RV,make,do,person_698
French,RJ,big,great,person_698
French,RN,quantity,number,person_698
Polish,RV,join,attend,person_2611
Polish,RV,make,get,person_2611
Polish,RV,have,keep,person_2611
German,RY,faithfully,sincerely,person_1293
German,RY,never,without,person_1293
German,RV,living,leaving,person_1293
German,RN,household,home,person_1293
Portuguese,RN,points,places,person_2599
Portuguese,RV,doing,going,person_2599
Portuguese,RN,shop,shopping,person_2599
Portuguese,RJ,nervous,tense,person_2599
Japanese,RV,realized,organized,person_2638
Japanese,RV,realized,held,person_2638
Japanese,RV,realized,held,person_2638
Japanese,RV,put,do,person_2638
Japanese,RN,moment,time,person_2638
Japanese,RN,humanity,man,person_2638
Korean,RV,make,create,person_102
Korean,RY,into,on,person_102
Korean,RN,view,appearance,person_927
Korean,RN,place,space,person_927
Korean,RJ,whole,great,person_927
Korean,RN,view,appearance,person_927
Chinese,RN,change,chance,person_516
Chinese,RV,interest,interact,person_516
Chinese,RN,change,chance,person_516
Chinese,RJ,electrical,electric,person_516
Chinese,RN,item,tool,person_516
Chinese,RV,effected,affected,person_516
Chinese,RN,controllers,controls,person_516
Chinese,RV,change,happen,person_516
Chinese,RN,amount,number,person_516
Chinese,RY,too,either,person_516
Chinese,RN,kitchen,cuisine,person_516
Turkish,RV,enjoy,like,person_258
Turkish,RV,Joining,Attending,person_258
Turkish,RN,chance,time,person_258
Turkish,RN,trouble,problem,person_258
Turkish,RY,away,apart,person_258
Turkish,RY,too,so,person_258
Turkish,RV,pictured,photographed,person_258
Spanish,RY,specially,especially,person_503
Spanish,RN,clan,group,person_503
Spanish,RN,petition,request,person_503
Spanish,RN,starts,stars,person_503
Spanish,RV,controlled,watched,person_503
Spanish,RV,pay,buy,person_503
Japanese,RV,think,discuss,person_271
Japanese,RV,effect,affect,person_271
Italian,RV,could,would,person_111
Italian,RV,doing,going,person_111
Italian,RV,remember,recount,person_111
Italian,RN,daytime,day,person_111
Italian,RV,felling,falling,person_111
Turkish,RY,alive,true,person_1322
Polish,RY,there,where,person_1295
Polish,RN,hands,arms,person_1295
Korean,RV,regard,think,person_1530
Korean,RJ,appreciated,grateful,person_1530
Korean,RJ,electric,electrical,person_1530
Catalan,RN,travel,trip,person_501
Catalan,RN,travel,trip,person_501
Catalan,RV,gave,paid,person_501
Korean,RV,know,see,person_1727
Korean,RJ,grateful,great,person_1727
Spanish,RJ,fond,interested,person_2301
Spanish,RV,listen,hear,person_2301
Spanish,RN,time,turn,person_2301
Turkish,RV,means,is,person_1581
Turkish,RV,do,make,person_1581
Turkish,RN,abilities,skills,person_1581
Turkish,RJ,alright,right,person_1581
Turkish,RN,imagination,idea,person_1581
Turkish,RJ,changeable,changing,person_1581
German,RN,part,trip,person_1595
German,RY,sometimes,sometime,person_1595
Spanish,RV,could,would,person_2077
Spanish,RY,for,forward,person_2077
Spanish,RJ,especial,particular,person_567
Spanish,RJ,especial,special,person_567
Thai,RY,very,really,person_2274
Thai,RN,purpose,reason,person_2274
Thai,RY,Sometime,Sometimes,person_2274
Thai,RN,performance,behaviour,person_2274
Russian,RJ,good,excellent,person_1033
Russian,RV,do,make,person_1033
Russian,RV,doesn't,isn't,person_1033
Russian,RN,moment,time,person_1033
Russian,RV,feel,sense,person_1033
Portuguese,RV,propose,suggest,person_943
Portuguese,RY,Specially,Especially,person_943
Portuguese,RJ,Great,Happy,person_943
Spanish,RV,know,learn,person_1225
Spanish,RV,watch,see,person_1225
Spanish,RV,could,might,person_1225
Spanish,RJ,close,near,person_1225
Chinese,RY,specially,especially,person_2102
Chinese,RN,things,lives,person_2102
Chinese,RV,have,do,person_2102
Chinese,RJ,good,excellent,person_1621
Chinese,RV,help,held,person_1621
Chinese,RV,starts,runs,person_1621
Chinese,RV,make,cause,person_1621
Chinese,RV,make,cause,person_1621
Chinese,RV,giving,providing,person_1621
Chinese,RN,view,aim,person_1621
Chinese,RN,solution,way,person_1621
Chinese,RV,got,had,person_1621
Chinese,RN,sock,stock,person_1621
Chinese,RV,stayed,went,person_1621
Chinese,RV,will,meant,person_1621
Chinese,RN,mood,feelings,person_1621
German,RY,faithfully,sincerely,person_2302
German,RN,murderer,murder,person_2302
Greek,RV,see,visit,person_2672
French,RV,stood,stayed,person_941
Japanese,RV,is,does,person_216
Japanese,RN,travel,trip,person_216
Portuguese,RV,seems,is,person_1018
Portuguese,RN,shops,shopping,person_1018
Portuguese,RY,faithfully,sincerely,person_1018
Portuguese,RN,photographs,photographers,person_1018
Portuguese,RN,happening,event,person_2263
Portuguese,RN,expositions,exhibitions,person_2263
Portuguese,RN,expositions,exhibitions,person_2263
Portuguese,RY,faithfully,sincerely,person_2263
Portuguese,RN,ways,means,person_2263
Portuguese,RV,get,encroach,person_2263
Portuguese,RJ,familiar,family,person_2263
Portuguese,RJ,common,ordinary,person_2263
Chinese,RN,entrance,admission,person_217
Chinese,RY,faithfully,sincerely,person_217
Chinese,RV,leaning,lying,person_217
Chinese,RN,ground,group,person_217
Chinese,RV,say,saw,person_217
Chinese,RV,delivered,rescued,person_217
Chinese,RN,join,joy,person_217
French,RJ,attractive,interesting,person_1959
French,RV,put,have,person_1959
French,RY,faithfully,sincerely,person_1959
French,RV,built,had,person_1959
French,RN,choice,decision,person_1959
French,RN,consequences,predicament,person_1959
French,RJ,glad,happy,person_1959
French,RV,revealed,exposed,person_1959
French,RV,may,must,person_1959
Polish,RV,contains,offers,person_997
Polish,RV,may,can,person_997
Catalan,RV,done,organised,person_2667
Catalan,RV,know,see,person_2667
Catalan,RY,Besides,Also,person_2667
Catalan,RV,became,begin,person_2667
Catalan,RY,faithfully,sincerely,person_2667
Catalan,RN,wall,face,person_2667
Catalan,RN,rain,shower,person_2667
Catalan,RN,helping,help,person_2667
Catalan,RN,partners,companions,person_2667
German,RN,entrance,entry,person_1811
German,RN,facilities,equipment,person_1811
German,RN,living,life,person_1811
German,RV,get,see,person_1811
German,RJ,difficult,complicated,person_1811
German,RV,say,see,person_1811
Polish,RV,known,seen,person_1424
Polish,RN,prize,reward,person_1424
Polish,RV,check,see,person_1424
Polish,RV,kept,grabbed,person_1424
Thai,RV,set,arranged,person_944
Thai,RV,have,be,person_944
Thai,RY,less,least,person_944
Thai,RY,off,out,person_944
Thai,RV,didn't,hadn't,person_944
Russian,RV,invent,discover,person_1035
Russian,RJ,predictable,possible,person_1035
Russian,RN,house,household,person_1035
Russian,RJ,preferable,favourite,person_1035
Russian,RN,house,home,person_1035
Russian,RV,keep,provide,person_1035
Japanese,RV,might,can,person_548
Japanese,RV,be,become,person_548
Japanese,RV,behave,have,person_548
Greek,RV,should,will,person_945
Greek,RV,concludes,includes,person_945
Greek,RV,notice,see,person_945
Greek,RJ,interesting,interested,person_945
Greek,RN,goal,reason,person_945
Chinese,RV,join,follow,person_951
Chinese,RJ,electrical,robotic,person_951
Chinese,RV,should,will,person_951
Chinese,RV,make,prevent,person_951
Chinese,RN,ways,things,person_951
Thai,RV,got,are,person_1586
Thai,RY,very,really,person_1586
Greek,RN,afternoon,evening,person_992
Greek,RV,transfer,move,person_992
Greek,RJ,secured,protected,person_992
Greek,RN,surprise,chance,person_992
Italian,RV,had,was,person_1357
Italian,RJ,big,great,person_1357
Italian,RV,cured,treated,person_1357
Italian,RV,like,love,person_1357
Catalan,RV,has,is,person_562
Catalan,RV,would,could,person_562
Catalan,RY,Besides,Also,person_562
Catalan,RJ,old,olden,person_562
Catalan,RJ,comfortable,convenient,person_562
Catalan,RN,process,running,person_562
Chinese,RV,do,go,person_1037
Chinese,RY,faithful,sincerely,person_1037
Chinese,RJ,unsure,dubious,person_1037
Chinese,RV,deal,help,person_1037
Chinese,RN,breathe,airways,person_1037
Chinese,RV,tell,warn,person_1037
French,RJ,various,varied,person_239
French,RV,enjoy,like,person_239
French,RJ,interesting,interested,person_239
French,RV,stay,be,person_239
French,RV,fit,suit,person_239
French,RY,after,afterwards,person_239
French,RV,do,go,person_239
French,RJ,little,small,person_239
French,RJ,high,tall,person_239
French,RN,land,countryside,person_239
Korean,RV,admit,attend,person_563
Korean,RJ,grateful,great,person_563
Korean,RV,give,made,person_563
Korean,RN,controller,control,person_563
Korean,RV,devised,built,person_563
Korean,RY,better,more,person_563
