c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100
problem,trouble,person_2600,problema,problemas,Spanish,RN,es,0.507393479347229,0.4543667435646057,0.4189656972885132,0.3962315320968628,0.3949558138847351,0.3959280848503113
star,protagonist,person_2748,estrella,protagonista,Spanish,RN,es,0.22686412930488586,0.21588212251663208,0.2020817995071411,0.1971408873796463,0.19226475059986115,0.18447507917881012
race,being,person_2748,raza,ser,Spanish,RN,es,0.14931339025497437,0.14080098271369934,0.13151447474956512,0.11501987278461456,0.10479626059532166,0.0970158651471138
engine,machine,person_2748,motor,máquina,Spanish,RN,es,0.2631653845310211,0.23592016100883484,0.22180989384651184,0.21337632834911346,0.20379385352134705,0.1985260248184204
do,take,person_2748,hacer,tomar,Spanish,RV,es,0.33333075046539307,0.3319131135940552,0.34107351303100586,0.3297252058982849,0.3112753629684448,0.3064417243003845
was,came,person_1081,fue,vino,Spanish,RV,es,0.5425992012023926,0.5434314012527466,0.5025462508201599,0.4759400486946106,0.4514632821083069,0.44250649213790894
resolved,solved,person_2600,resuelto,solucionado,Spanish,RV,es,0.6513097882270813,0.575415849685669,0.4968850016593933,0.4756595492362976,0.4529074430465698,0.4370684325695038
see,appreciate,person_1707,ver,apreciar,Spanish,RV,es,0.367524117231369,0.338669091463089,0.31189486384391785,0.2909742593765259,0.2841540575027466,0.28121286630630493
gave,made,person_1048,dio,hecho,Spanish,RV,es,0.31031256914138794,0.28017759323120117,0.26736196875572205,0.2688533663749695,0.27810633182525635,0.28241461515426636
cure,face,person_1707,curarlo,enfrentar,Spanish,RV,es,0.059368688613176346,0.06383086740970612,0.0622977651655674,0.06418348848819733,0.07394957542419434,0.07587816566228867
tears,teas,person_1707,lágrimas,tés,Spanish,RN,es,0.05505455285310745,0.05792565643787384,0.04668426513671875,0.043854374438524246,0.048228420317173004,0.04717230424284935
annoyed,nervous,person_8,molesto,nervioso,Spanish,RJ,es,0.3684770464897156,0.3611143231391907,0.38330715894699097,0.3967965841293335,0.38026851415634155,0.3683665692806244
made,put,person_8,hecho,poner,Spanish,RV,es,0.27951905131340027,0.233229398727417,0.22736628353595734,0.23030167818069458,0.2397868037223816,0.24580170214176178
ruined,ended,person_2580,arruinado,terminó,Spanish,RV,es,0.26491910219192505,0.2588721513748169,0.25368866324424744,0.25122830271720886,0.2538914084434509,0.24851247668266296
would,could,person_2580,haría,podría,Spanish,RV,es,0.7784546613693237,0.6931021809577942,0.6290518045425415,0.6093465089797974,0.5956603288650513,0.5844718217849731
give,make,person_2580,dar,hacer,Spanish,RV,es,0.37549975514411926,0.4023475646972656,0.42191845178604126,0.3833288550376892,0.3720816373825073,0.3643447756767273
let,make,person_2580,dejar,hacer,Spanish,RV,es,0.3713749051094055,0.39260101318359375,0.3755890727043152,0.358784019947052,0.3557971715927124,0.3520309031009674
get,have,person_688,conseguir,tener,Spanish,RV,es,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926
hadnt,wasn't,person_8,hubiera,no,Spanish,RV,es,0.27791762351989746,0.28991007804870605,0.25526756048202515,0.23781295120716095,0.22763051092624664,0.2249724417924881
said,told,person_8,dijo,dije,Spanish,RV,es,0.49028801918029785,0.46677109599113464,0.44878971576690674,0.4427495002746582,0.4285992383956909,0.42002296447753906
purpose,point,person_2032,propósito,punto,Spanish,RN,es,0.27563294768333435,0.2608426809310913,0.23050516843795776,0.21986287832260132,0.21007727086544037,0.2084251046180725
fail,miss,person_2032,fallar,perder,Spanish,RV,es,0.29309797286987305,0.2665550708770752,0.24642576277256012,0.23839625716209412,0.2364032119512558,0.23501190543174744
call,make,person_2580,llamar,hacer,Spanish,RV,es,0.23911051452159882,0.24373923242092133,0.2348388433456421,0.20680461823940277,0.19632777571678162,0.19162440299987793
relationship,relation,person_2032,relación,relación,Spanish,RN,es,0.4561101794242859,0.4494639039039612,0.3909730911254883,0.35708707571029663,0.3489153981208801,0.33774125576019287
giving,saying,person_2032,dando,diciendo,Spanish,RV,es,0.30322515964508057,0.26532280445098877,0.2539101243019104,0.2600952386856079,0.2559928297996521,0.26476630568504333
stage,scene,person_1707,etapa,escena,Spanish,RN,es,0.3020366132259369,0.2902931869029999,0.26792705059051514,0.25071054697036743,0.23896868526935577,0.2279070019721985
not,no,person_688,no,ningún,Spanish,RY,es,0.3504297137260437,0.3449804186820984,0.3344390392303467,0.32537129521369934,0.3218091130256653,0.3114154636859894
talk,tell,person_1459,hablar,dile,Spanish,RV,es,0.3444891571998596,0.3372769355773926,0.31303131580352783,0.2804853916168213,0.260986864566803,0.24351482093334198
kiosk,cabin,person_1459,quiosco,cabina,Spanish,RN,es,0.1312512904405594,0.12404288351535797,0.13678483664989471,0.13979707658290863,0.13370251655578613,0.13185876607894897
visit,arrangement,person_1707,visita,arreglo,Spanish,RN,es,0.05969817191362381,0.05441286414861679,0.07374010235071182,0.07298965007066727,0.06071624159812927,0.05557543784379959
get,have,person_1459,conseguir,tener,Spanish,RV,es,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926
wish,think,person_1459,gustaría,pensar,Spanish,RV,es,0.4744342863559723,0.4618178606033325,0.4686580300331116,0.45339369773864746,0.4381239414215088,0.43136680126190186
audience,spectators,person_2391,audiencia,espectadores,Spanish,RN,es,0.3814730644226074,0.35194242000579834,0.3333539068698883,0.33535036444664,0.3358941674232483,0.3463762402534485
do,be,person_2032,hacer,ser,Spanish,RV,es,0.490425705909729,0.4794989228248596,0.46737492084503174,0.41761356592178345,0.4036070704460144,0.3929532766342163
explanation,answer,person_688,explicación,respuesta,Spanish,RN,es,0.43600738048553467,0.4173409938812256,0.4073109030723572,0.384420782327652,0.38298988342285156,0.37972491979599
provide,do,person_1103,tillhandahålla,göra,Swedish,RV,sv,0.2340664565563202,0.23213931918144226,0.23067477345466614,0.2317516952753067,0.22368553280830383,0.2201939970254898
greater,bigger,person_1189,större,större,Swedish,RJ,sv,0.4485519528388977,0.4049662947654724,0.3750254511833191,0.36791378259658813,0.3571782112121582,0.34379929304122925
various,different,person_2608,olika,olika,Swedish,RJ,sv,0.49368494749069214,0.48490217328071594,0.47330403327941895,0.43607133626937866,0.4170840382575989,0.4091567397117615
looking,aiming,person_2608,letar,sikte,Swedish,RV,sv,0.3032345771789551,0.2948084771633148,0.2942968010902405,0.29085299372673035,0.270404189825058,0.267112135887146
advantage,benefit,person_2608,fördel,fördel,Swedish,RN,sv,0.4321431517601013,0.39987799525260925,0.3840394914150238,0.36324644088745117,0.3553330600261688,0.3480263948440552
refurbishment,rebuilding,person_2683,renovering,återuppbyggnaden,Swedish,RN,sv,0.4217197895050049,0.4359961748123169,0.40930086374282837,0.39466214179992676,0.3831128180027008,0.3795331120491028
however,although,person_1189,emellertid,fastän,Swedish,RY,sv,0.8220453262329102,0.7674283981323242,0.6660600304603577,0.6054071187973022,0.5778648257255554,0.5605890154838562
leak,leakage,person_778,läcka,läckage,Swedish,RN,sv,0.633054256439209,0.6104564666748047,0.5274859666824341,0.46812009811401367,0.4418184757232666,0.4282364249229431
trait,feature,person_2493,drag,funktionen,Swedish,RN,sv,0.2228308916091919,0.2082553505897522,0.19132810831069946,0.18125270307064056,0.17273439466953278,0.16502578556537628
advertised,told,person_2493,annonseras,berättade,Swedish,RV,sv,0.1893293857574463,0.18039095401763916,0.19037622213363647,0.200274258852005,0.1942240297794342,0.1922914683818817
realise,fulfill,person_778,inse,uppfylla,Swedish,RV,sv,0.24791982769966125,0.2275099754333496,0.21818652749061584,0.1972629725933075,0.1833687275648117,0.1814112812280655
would,should,person_778,skulle,bör,Swedish,RV,sv,0.6448183655738831,0.6456886529922485,0.5800858736038208,0.5456504821777344,0.5286440849304199,0.526125431060791
was,become,person_778,var,bli,Swedish,RV,sv,0.2725359797477722,0.25129005312919617,0.2367984652519226,0.22237661480903625,0.2187018245458603,0.2188439965248108
would,must,person_778,skulle,måste,Swedish,RV,sv,0.5213912129402161,0.5085684061050415,0.4740506708621979,0.4349006712436676,0.4276447594165802,0.4231986701488495
mess,stress,person_1859,förstöra,betona,Swedish,RV,sv,0.18662020564079285,0.17384928464889526,0.17991507053375244,0.17265978455543518,0.16618362069129944,0.1656399965286255
things,points,person_1189,saker,poäng,Swedish,RN,sv,0.23231984674930573,0.2139984667301178,0.21265846490859985,0.19363024830818176,0.18396681547164917,0.17063765227794647
repairs,reparations,person_2229,reparationer,skadestånd,Swedish,RN,sv,0.24338644742965698,0.22366318106651306,0.19787395000457764,0.1819656789302826,0.16950643062591553,0.16023731231689453
actors,persons,person_2201,aktörer,personer,Swedish,RN,sv,0.2788807153701782,0.26712745428085327,0.23897141218185425,0.23422279953956604,0.2250063717365265,0.21767616271972656
make,get,person_2229,göra,få,Swedish,RV,sv,0.37956053018569946,0.41317057609558105,0.4066177010536194,0.3878031373023987,0.3760313391685486,0.36926937103271484
said,told,person_1745,sade,berättade,Swedish,RV,sv,0.49028801918029785,0.46677109599113464,0.44878971576690674,0.4427495002746582,0.4285992383956909,0.42002296447753906
said,pronounced,person_1382,sade,uttalas,Swedish,RV,sv,0.17871317267417908,0.1651434302330017,0.14013469219207764,0.12558239698410034,0.11740170419216156,0.11098401248455048
dinner,diner,person_1382,middag,diner,Swedish,RN,sv,0.45844918489456177,0.4066811800003052,0.3981980085372925,0.38319361209869385,0.3789282441139221,0.37385106086730957
were,got,person_1382,var,fick,Swedish,RV,sv,0.4108365774154663,0.4086166024208069,0.38003331422805786,0.36105620861053467,0.352237731218338,0.3452623784542084
could,should,person_370,kunde,bör,Swedish,RV,sv,0.6312808990478516,0.5917971134185791,0.5481237769126892,0.5170888900756836,0.49756914377212524,0.496990442276001
chef,chief,person_370,kock,chefen,Swedish,RN,sv,0.31115642189979553,0.29954174160957336,0.27099236845970154,0.25401586294174194,0.24352478981018066,0.23490959405899048
would,should,person_370,skulle,bör,Swedish,RV,sv,0.6448183655738831,0.6456886529922485,0.5800858736038208,0.5456504821777344,0.5286440849304199,0.526125431060791
invention,discovery,person_773,uppfinning,upptäckten,Swedish,RN,sv,0.2418014407157898,0.21581044793128967,0.20179855823516846,0.17396625876426697,0.16683852672576904,0.1614510864019394
invented,discovered,person_773,uppfann,upptäckte,Swedish,RV,sv,0.33946266770362854,0.33184248208999634,0.29636773467063904,0.2994266748428345,0.2833148241043091,0.27719011902809143
swapping,talking,person_2229,bytande,talar,Swedish,RV,sv,0.25377148389816284,0.2659534513950348,0.25436902046203613,0.25148701667785645,0.25203388929367065,0.25135600566864014
there,here,person_773,dit,här,Swedish,RY,sv,0.4126480221748352,0.38014891743659973,0.35716161131858826,0.3386729955673218,0.33560168743133545,0.3267894685268402
various,different,person_773,olika,olika,Swedish,RJ,sv,0.49368494749069214,0.48490217328071594,0.47330403327941895,0.43607133626937866,0.4170840382575989,0.4091567397117615
new,different,person_773,nya,olika,Swedish,RJ,sv,0.2474897801876068,0.2244625687599182,0.21211674809455872,0.1995910406112671,0.18880948424339294,0.1809948980808258
formal,strict,person_843,formella,strikt,Swedish,RJ,sv,0.2693411111831665,0.25410300493240356,0.24267446994781494,0.23852421343326569,0.23723116517066956,0.23077374696731567
find,get,person_2201,hitta,få,Swedish,RV,sv,0.3981893062591553,0.4346562922000885,0.4377937912940979,0.39427056908607483,0.38113805651664734,0.3684448003768921
see,watch,person_2201,se,klocka,Swedish,RV,sv,0.39010876417160034,0.3651127219200134,0.33564937114715576,0.3221146762371063,0.3188670873641968,0.3046252727508545
open,available,person_410,öppen,tillgängliga,Swedish,RJ,sv,0.26248863339424133,0.24484330415725708,0.22788822650909424,0.20609405636787415,0.19286629557609558,0.18614859879016876
promised,told,person_2201,lovade,berättade,Swedish,RV,sv,0.3952098786830902,0.37021559476852417,0.38633623719215393,0.3646683096885681,0.35337555408477783,0.3460696339607239
meal,supper,person_2201,måltid,kvällsmat,Swedish,RN,sv,0.5964131951332092,0.5848357677459717,0.5522893071174622,0.5343014001846313,0.5246822237968445,0.5129903554916382
evening,night,person_2201,kväll,natt,Swedish,RN,sv,0.7095098495483398,0.6340137720108032,0.579521656036377,0.554134726524353,0.5376725196838379,0.5305988788604736
carry,wear,person_2201,bära,bära,Swedish,RV,sv,0.24023973941802979,0.20648027956485748,0.19563984870910645,0.19478130340576172,0.18909108638763428,0.1861787736415863
tangible,technical,person_2201,påtagliga,tekniska,Swedish,RJ,sv,0.21466633677482605,0.19531068205833435,0.18748661875724792,0.1913592517375946,0.18949633836746216,0.1897810995578766
watched,saw,person_843,såg,såg,Swedish,RV,sv,0.5380071401596069,0.48234277963638306,0.4403393566608429,0.40437474846839905,0.39759889245033264,0.39167866110801697
create,cause,person_843,skapa,orsaka,Swedish,RV,sv,0.25264108180999756,0.2231278419494629,0.20556968450546265,0.1932624727487564,0.19264069199562073,0.19201543927192688
promised,said,person_2201,lovade,sade,Swedish,RV,sv,0.27127987146377563,0.2507931590080261,0.24795109033584595,0.24836689233779907,0.2410593032836914,0.23486818373203278
see,meet,person_2147,ดู,พบปะ,Thai,RV,th,0.2851015329360962,0.2559128999710083,0.24312631785869598,0.2261945605278015,0.2189907729625702,0.21465301513671875
spend,pay,person_1843,ใช้,จ่าย,Thai,RV,th,0.36985859274864197,0.34560108184814453,0.3077676296234131,0.3040808141231537,0.3069228529930115,0.3106433153152466
better,smarter,person_1843,ดี,ฉลาด,Thai,RJ,th,0.5697964429855347,0.539049506187439,0.49333885312080383,0.46947211027145386,0.46041882038116455,0.4535463750362396
allows,makes,person_1843,ให้,ทำ,Thai,RV,th,0.45902734994888306,0.41381514072418213,0.42155298590660095,0.4080300033092499,0.38320499658584595,0.3774240016937256
have,know,person_1843,มี,รู้,Thai,RV,th,0.47823816537857056,0.47845759987831116,0.44092535972595215,0.43189364671707153,0.42999523878097534,0.4151533842086792
open,available,person_1843,เปิด,ว่าง,Thai,RJ,th,0.26248863339424133,0.24484330415725708,0.22788822650909424,0.20609405636787415,0.19286629557609558,0.18614859879016876
absolutely,very,person_1420,อย่าง,มาก,Thai,RY,th,0.3784019947052002,0.35987818241119385,0.34740597009658813,0.3248918354511261,0.3285142779350281,0.32823777198791504
read,saw,person_450,อ่าน,เลื่อย,Thai,RV,th,0.32193487882614136,0.2926359474658966,0.26614657044410706,0.24665603041648865,0.24230660498142242,0.23943759500980377
appeared,played,person_450,ปรากฏ,เล่น,Thai,RV,th,0.28624218702316284,0.25449392199516296,0.24582406878471375,0.2612549364566803,0.25924956798553467,0.2630196213722229
day,hour,person_135,วัน,ชั่วโมง,Thai,RN,th,0.5118213295936584,0.47282862663269043,0.4652533531188965,0.438498318195343,0.42277073860168457,0.40960538387298584
part,past,person_1017,ส่วน,อดีต,Thai,RN,th,0.1871289312839508,0.184434175491333,0.1851690709590912,0.16763374209403992,0.16742907464504242,0.16877800226211548
give,pay,person_2294,ให้,จ่าย,Thai,RV,th,0.30307692289352417,0.3115159273147583,0.30366259813308716,0.2715819478034973,0.263791561126709,0.259307324886322
leaving,going,person_2147,ทิ้ง,ไป,Thai,RV,th,0.31494253873825073,0.2910594940185547,0.2787437438964844,0.27158522605895996,0.2636834383010864,0.26140132546424866
performance,round,person_1843,ประสิทธิภาพ,รอบ,Thai,RN,th,0.09420445561408997,0.08887121826410294,0.08362073451280594,0.07399269193410873,0.07857877761125565,0.07956592738628387
prize,price,person_101,รางวัล,ราคา,Thai,RN,th,0.18224802613258362,0.18022014200687408,0.16955360770225525,0.16104277968406677,0.15076594054698944,0.14180898666381836
would,can,person_1558,จะ,สามารถ,Thai,RV,th,0.624977707862854,0.5701244473457336,0.51206374168396,0.4948764145374298,0.4841005206108093,0.47322380542755127
waiting,writing,person_1136,รอ,เขียน,Thai,RV,th,0.1569792628288269,0.17015862464904785,0.1510508954524994,0.1420585811138153,0.13367882370948792,0.13170915842056274
can,might,person_541,สามารถ,อาจ,Thai,RV,th,0.6796959638595581,0.6282963752746582,0.5628992319107056,0.5294984579086304,0.5095850229263306,0.4910375475883484
want,like,person_541,ต้อง,ชอบ,Thai,RV,th,0.5281713008880615,0.510770857334137,0.4850226044654846,0.4689836800098419,0.4439934492111206,0.42967432737350464
first,before,person_1368,ก่อน,ก่อน,Thai,RY,th,0.3770984411239624,0.34214335680007935,0.3171107769012451,0.30101194977760315,0.2917017936706543,0.28409677743911743
once,after,person_1368,เมื่อ,หลัง,Thai,RY,th,0.4300827383995056,0.42544853687286377,0.3858795762062073,0.37494105100631714,0.35356348752975464,0.343456894159317
take,have,person_1368,ใช้,มี,Thai,RV,th,0.2963251769542694,0.32276058197021484,0.3460308313369751,0.3263068199157715,0.31278151273727417,0.29862454533576965
there,here,person_1585,นั่น,นี่,Thai,RY,th,0.4126480221748352,0.38014891743659973,0.35716161131858826,0.3386729955673218,0.33560168743133545,0.3267894685268402
was,studied,person_1585,ถูก,ศึกษา,Thai,RV,th,0.2859327793121338,0.2907973527908325,0.27359506487846375,0.2737460434436798,0.2662794888019562,0.2659536302089691
play,experience,person_1585,เล่น,พบ,Thai,RV,th,0.12524232268333435,0.12480587512254715,0.11624141037464142,0.1147841140627861,0.11153468489646912,0.1042022705078125
manners,treatment,person_1182,มารยาท,รักษา,Thai,RN,th,0.1389184594154358,0.11898128688335419,0.11295349895954132,0.10717679560184479,0.10541462898254395,0.10573548078536987
tired,tied,person_1182,เหนื่อย,ผูก,Thai,RJ,th,0.10223749279975891,0.12190911173820496,0.1291249394416809,0.13084524869918823,0.1221018135547638,0.12167075276374817
want,went,person_1182,ต้อง,ก็,Thai,RV,th,0.20689785480499268,0.23224268853664398,0.23093748092651367,0.2144937515258789,0.20213371515274048,0.1915876269340515
finally,eventually,person_1182,สุด,กระทั่ง,Thai,RY,th,0.603141188621521,0.5183132886886597,0.4829813241958618,0.44494181871414185,0.4281286299228668,0.4153462052345276
way,activity,person_1812,ทาง,กิจกรรม,Thai,RN,th,0.1005023792386055,0.09785575419664383,0.0781453475356102,0.07684007287025452,0.07318924367427826,0.07408725470304489
give,inform,person_1812,ให้,แจ้ง,Thai,RV,th,0.25910261273384094,0.3107920289039612,0.33205610513687134,0.3096977472305298,0.3136153221130371,0.30860811471939087
give,send,person_2512,ให้,ส่ง,Thai,RV,th,0.3807997405529022,0.37170493602752686,0.37972787022590637,0.3370662331581116,0.3290993869304657,0.31834179162979126
had,done,person_2512,มี,ทำ,Thai,RV,th,0.4159039855003357,0.3782484531402588,0.3619387447834015,0.3521507680416107,0.34023475646972656,0.3398270606994629
do,have,person_2512,ทำ,มี,Thai,RV,th,0.3500128984451294,0.38701772689819336,0.37848377227783203,0.38920673727989197,0.3759952783584595,0.3655768632888794
do,have,person_2512,ทำ,มี,Thai,RV,th,0.3500128984451294,0.38701772689819336,0.37848377227783203,0.38920673727989197,0.3759952783584595,0.3655768632888794
get,go,person_2038,รับ,ไป,Thai,RV,th,0.40903007984161377,0.40213507413864136,0.3864704966545105,0.38099661469459534,0.3745765686035156,0.36647355556488037
perform,show,person_2038,ดำเนิน,แสดง,Thai,RV,th,0.26832711696624756,0.24563995003700256,0.21374937891960144,0.19609472155570984,0.18611359596252441,0.18942730128765106
very,absolutely,person_2572,มาก,อย่าง,Thai,RY,th,0.3784019947052002,0.35987818241119385,0.34740597009658813,0.3248918354511261,0.3285142779350281,0.32823777198791504
are,stay,person_2038,อยู่,พัก,Thai,RV,th,0.20631031692028046,0.19790025055408478,0.18561017513275146,0.1651391088962555,0.1487555205821991,0.14271026849746704
already,before,person_937,แล้ว,ก่อน,Thai,RY,th,0.3203499913215637,0.30825233459472656,0.31010085344314575,0.29536327719688416,0.27964919805526733,0.278034508228302
means,way,person_2284,วิธี,ทาง,Thai,RN,th,0.31310704350471497,0.28850114345550537,0.28283926844596863,0.2871682643890381,0.2833364009857178,0.27866673469543457
there,here,person_2682,นั่น,นี่,Thai,RY,th,0.4126480221748352,0.38014891743659973,0.35716161131858826,0.3386729955673218,0.33560168743133545,0.3267894685268402
stretched,stressed,person_2682,ยืด,เครียด,Thai,RV,th,0.21699418127536774,0.19601988792419434,0.21704912185668945,0.21087303757667542,0.21386970579624176,0.2122918963432312
go,come,person_224,ไป,มา,Thai,RV,th,0.3997579514980316,0.40047991275787354,0.3707098364830017,0.3827647566795349,0.3702765107154846,0.35808417201042175
walk,walking,person_3185,วอล์ค,เดิน,Thai,RN,th,0.6935629844665527,0.6038941740989685,0.5544907450675964,0.5192871689796448,0.4989220201969147,0.49154919385910034
pleased,grateful,person_2978,ยินดี,ขอบคุณ,Thai,RJ,th,0.5195028781890869,0.4822831153869629,0.4554612636566162,0.4451296925544739,0.42633122205734253,0.4029060900211334
great,grateful,person_2978,ดี,ขอบคุณ,Thai,RJ,th,0.3516850769519806,0.3459959328174591,0.31166768074035645,0.2923011779785156,0.2813461422920227,0.27626436948776245
give,inform,person_2978,ให้,แจ้ง,Thai,RV,th,0.25910261273384094,0.3107920289039612,0.33205610513687134,0.3096977472305298,0.3136153221130371,0.30860811471939087
made,been,person_2990,ทำ,ถูก,Thai,RV,th,0.3220207095146179,0.3261829912662506,0.30688315629959106,0.3061628043651581,0.2997146248817444,0.29938268661499023
road,rod,person_3283,ถนน,ก้าน,Thai,RN,th,0.09279848635196686,0.07938584685325623,0.06006666272878647,0.05886048823595047,0.061278924345970154,0.056826476007699966
prevents,helping,person_2994,ป้องกัน,ช่วย,Thai,RV,th,0.3218255043029785,0.30316001176834106,0.2568260729312897,0.25961270928382874,0.25006455183029175,0.24646365642547607
have,be,person_3054,มี,สามารถ,Thai,RV,th,0.44547587633132935,0.4480191767215729,0.42491185665130615,0.4065122604370117,0.4058169722557068,0.3909432291984558
go,get,person_3100,ไป,รับ,Thai,RV,th,0.40903007984161377,0.40213507413864136,0.3864704966545105,0.38099661469459534,0.3745765686035156,0.36647355556488037
receive,receipt,person_3100,รับ,รับ,Thai,RV,th,0.3569278120994568,0.3236166536808014,0.3187824487686157,0.3102003335952759,0.3064225912094116,0.300459086894989
take,bring,person_3100,ใช้,นำ,Thai,RV,th,0.3463772237300873,0.3789955675601959,0.4353458881378174,0.3881834149360657,0.35977983474731445,0.3464326858520508
spent,do,person_937,ใช้,ทำ,Thai,RV,th,0.14031171798706055,0.15181179344654083,0.15617311000823975,0.14738990366458893,0.13687993586063385,0.13006505370140076
really,very,person_1586,จริงๆ,มาก,Thai,RY,th,0.5253487825393677,0.4909748435020447,0.4865401089191437,0.4753642678260803,0.4685911536216736,0.4640321433544159
out,off,person_944,ออก,ปิด,Thai,RY,th,0.5092463493347168,0.4749852120876312,0.446554958820343,0.4376080632209778,0.43451422452926636,0.4230843186378479
be,have,person_944,สามารถ,มี,Thai,RV,th,0.44547587633132935,0.4480191767215729,0.42491185665130615,0.4065122604370117,0.4058169722557068,0.3909432291984558
behaviour,performance,person_2274,พฤติกรรม,ประสิทธิภาพ,Thai,RN,th,0.2729790210723877,0.24758028984069824,0.22185397148132324,0.2021642029285431,0.1936636120080948,0.18672120571136475
really,very,person_2274,จริงๆ,มาก,Thai,RY,th,0.5253487825393677,0.4909748435020447,0.4865401089191437,0.4753642678260803,0.4685911536216736,0.4640321433544159
soldier,solder,person_2541,ทหาร,บัดกรี,Thai,RN,th,0.14497041702270508,0.13159851729869843,0.13118042051792145,0.11380401253700256,0.10994680970907211,0.10664351284503937
soldier,solder,person_2541,ทหาร,บัดกรี,Thai,RN,th,0.14497041702270508,0.13159851729869843,0.13118042051792145,0.11380401253700256,0.10994680970907211,0.10664351284503937
include,put,person_2541,ได้แก่,ใส่,Thai,RV,th,0.19673281908035278,0.17267493903636932,0.14727309346199036,0.1470971256494522,0.1390121430158615,0.1397424191236496
slot,time,person_2541,สล็อต,เวลา,Thai,RN,th,0.17719624936580658,0.16498199105262756,0.13602644205093384,0.10919644683599472,0.102000392973423,0.1006813570857048
reports,news,person_1260,รายงาน,ข่าว,Thai,RN,th,0.41739463806152344,0.39545780420303345,0.38121840357780457,0.3707367181777954,0.3596271872520447,0.3491658568382263
held,shown,person_1850,ถือ,แสดง,Thai,RV,th,0.2470667064189911,0.23182229697704315,0.2120373547077179,0.21696054935455322,0.21806447207927704,0.21532361209392548
do,have,person_224,ทำ,มี,Thai,RV,th,0.3500128984451294,0.38701772689819336,0.37848377227783203,0.38920673727989197,0.3759952783584595,0.3655768632888794
are,got,person_1586,อยู่,มี,Thai,RV,th,0.2943417429924011,0.2713044285774231,0.24661147594451904,0.22902441024780273,0.21730712056159973,0.21895051002502441
had,would,person_937,มี,จะ,Thai,RV,th,0.4688752293586731,0.4601466953754425,0.4292219281196594,0.4090912640094757,0.40127038955688477,0.38969022035598755
had,got,person_2038,มี,มี,Thai,RV,th,0.6314924359321594,0.5723605751991272,0.5186147093772888,0.49555903673171997,0.4755288362503052,0.45889633893966675
go,do,person_937,ไป,ทำ,Thai,RV,th,0.6354799866676331,0.5667164325714111,0.4953770637512207,0.44193214178085327,0.4267948865890503,0.4115862250328064
will,should,person_48,จะ,ควร,Thai,RV,th,0.6449674367904663,0.646898627281189,0.5813775658607483,0.5373490452766418,0.513840913772583,0.5031695365905762
get,have,person_48,รับ,มี,Thai,RV,th,0.45191502571105957,0.47765597701072693,0.43210193514823914,0.4111254811286926,0.4047117829322815,0.39162564277648926
went,did,person_48,ก็,ไม่,Thai,RV,th,0.51719069480896,0.4658864140510559,0.44759541749954224,0.428547739982605,0.41028833389282227,0.39189833402633667
keep,make,person_937,เก็บ,ทำ,Thai,RV,th,0.32221442461013794,0.3113250136375427,0.2881585359573364,0.28572332859039307,0.279782772064209,0.2858515977859497
staff,stuff,person_807,พนักงาน,สิ่ง,Thai,RN,th,0.07736600190401077,0.07714606821537018,0.07467591762542725,0.0628364160656929,0.06428160518407822,0.060411445796489716
staff,stuff,person_807,พนักงาน,สิ่ง,Thai,RN,th,0.07736600190401077,0.07714606821537018,0.07467591762542725,0.0628364160656929,0.06428160518407822,0.060411445796489716
are,like,person_1558,อยู่,ชอบ,Thai,RV,th,0.342202752828598,0.34868115186691284,0.34570029377937317,0.33243563771247864,0.3197111487388611,0.31371068954467773
do,are,person_805,ทำ,อยู่,Thai,RV,th,0.34110575914382935,0.35997459292411804,0.34354522824287415,0.32929086685180664,0.3118734359741211,0.3012837767601013
have,know,person_2094,มี,รู้,Thai,RV,th,0.47823816537857056,0.47845759987831116,0.44092535972595215,0.43189364671707153,0.42999523878097534,0.4151533842086792
meet,pay,person_2094,พบปะ,จ่าย,Thai,RV,th,0.16295641660690308,0.16661085188388824,0.16183096170425415,0.16133767366409302,0.15552648901939392,0.15117518603801727
there,here,person_282,นั่น,นี่,Thai,RY,th,0.4126480221748352,0.38014891743659973,0.35716161131858826,0.3386729955673218,0.33560168743133545,0.3267894685268402
favourite,best,person_2094,โปรด,ดี,Thai,RJ,th,0.3984749913215637,0.36831730604171753,0.34351280331611633,0.33330410718917847,0.3324490785598755,0.33628493547439575
technology,machines,person_1420,เทคโนโลยี,เครื่อง,Thai,RN,th,0.31119588017463684,0.2878888249397278,0.2775006890296936,0.25844451785087585,0.2552585005760193,0.2511173188686371
angel,angle,person_389,เทวดา,มุม,Thai,RN,th,0.07974523305892944,0.08657510578632355,0.07603226602077484,0.06794087588787079,0.0674608051776886,0.06752267479896545
angel,angle,person_389,เทวดา,มุม,Thai,RN,th,0.07974523305892944,0.08657510578632355,0.07603226602077484,0.06794087588787079,0.0674608051776886,0.06752267479896545
get,know,person_1580,รับ,รู้,Thai,RV,th,0.46867144107818604,0.48407185077667236,0.42973336577415466,0.4007132649421692,0.39439964294433594,0.38506048917770386
